Company_Name,Address,Phone
AMBEV S.A.,"RUA DR. RENATO PAES DE BARROS, 1017 3 ANDAR PARTE SAO PAULO, BRAZIL 04530-000",000-000-0000
"CONSTELLATION BRANDS, INC.","207 HIGH POINT DRIVE BUILDING 100 VICTOR, NEW YORK 14564",000-000-0000
"AMERICAN INTERNATIONAL GROUP, INC.","1271 AVE OF THE AMERICAS FL 37 NEW YORK, NEW YORK 10020-1304",000-000-0000
"Baidu, Inc.","BAIDU CAMPUS, NO. 10 SHANGDI 10TH STREET HAIDIAN DISTRICT BEIJING, CHINA 100085",000-000-0000
"Banco Santander, S.A.","CIUDAD GRUPO SANTANDER BOADILLA DEL MONTE MADRID, SPAIN 28660",000-000-0000
"L3HARRIS TECHNOLOGIES, INC. /DE/","1025 W NASA BLVD MELBOURNE, FLORIDA 32919",000-000-0000
New Oriental Education & Technology Group Inc.,"NO. 6 HAI DIAN ZHONG STREET, 9TH FLOOR BEIJING, CHINA 100080",000-000-0000
"Autodesk, Inc.","ONE MARKET, STE. 400. SAN FRANCISCO, CALIFORNIA 94105",000-000-0000
AUTOZONE INC,"123 SOUTH FRONT ST MEMPHIS, TENNESSEE 38103",000-000-0000
lululemon athletica inc.,"1818 CORNWALL AVENUE VANCOUVER, BRITISH COLUMBIA, CANADA V6J 1C7",000-000-0000
CAPITAL ONE FINANCIAL CORP,"1680 CAPITAL ONE DRIVE SUITE 1400 MCLEAN, VIRGINIA 22102",000-000-0000
FREEPORT-MCMORAN INC,"333 NORTH CENTRAL AVENUE PHOENIX, ARIZONA 85004",000-000-0000
"Cheniere Energy, Inc.","700 MILAM ST. SUITE 1900 HOUSTON, TEXAS 77002",000-000-0000
AMPHENOL CORP /DE/,"358 HALL AVE WALLINGFORD, CONNECTICUT 06492",000-000-0000
NATIONAL GRID PLC,"1-3 STRAND LONDON, UNITED KINGDOM WC2N 5EH",000-000-0000
VALERO ENERGY CORP/TX,"P.O. BOX 696000 SAN ANTONIO, TEXAS 78269-6000",000-000-0000
PAYCHEX INC,"911 PANORAMA TRAIL S ROCHESTER, NEW YORK 14625-0397",000-000-0000
Banco Santander (Brasil) S.A.,"AV. JUSCELINO KUBITSCHEK, 2235 AV. JUSCELINO KUBITSCHEK, 2041 SAO PAULO, SP, BRAZIL 04543-011",000-000-0000
HONDA MOTOR CO LTD,"1-1, MINAMI-AOYAMA 2-CHOME, MINATO-KU TOKYO, JAPAN, JAPAN 107-8556",000-000-0000
NXP Semiconductors N.V.,,000-000-0000
Stellantis N.V.,"TAURUSAVENUE 1 HOOFDDORP, NETHERLANDS 2132LS",000-000-0000
Kraft Heinz Co,"ONE PPG PLACE PITTSBURGH, PENNSYLVANIA 15222",000-000-0000
BCE INC,"1 CARREFOUR ALEXANDER-GRAHAM-BELL VERDUN, QUEBEC, CANADA H3E 3B3",000-000-0000
EXELON CORP,"PO BOX 805398 CHICAGO, ILLINOIS 60680-5398",000-000-0000
"Enphase Energy, Inc.","47281 BAYSIDE PARKWAY FREMONT, CALIFORNIA 94538",000-000-0000
TAKEDA PHARMACEUTICAL CO LTD,"1-1, NIHONBASHI-HONCHO 2-CHOME, CHUO-KU TOKYO, JAPAN 103-8668",000-000-0000
"KINDER MORGAN, INC.","1001 LOUISIANA STREET SUITE 1000 HOUSTON, TEXAS 77002",000-000-0000
CINTAS CORP,"6800 CINTAS BLVD P O BOX 625737 CINCINNATI, OHIO 45262",000-000-0000
"SUMITOMO MITSUI FINANCIAL GROUP, INC.","1-2, MARUNOUCHI 1-CHOME CHIYODA-KU TOKYO, JAPAN 100-0005",000-000-0000
"CrowdStrike Holdings, Inc.","206 E. 9TH STREET SUITE 1400 AUSTIN, TEXAS 78701",000-000-0000
ENI SPA,"PIAZZALE ENRICO MATTEI 1 ROME ITALY, ITALY 00144",000-000-0000
KIMBERLY CLARK CORP,"351 PHELPS DRIVE IRVING, TEXAS 75038",000-000-0000
SYSCO CORP,"1390 ENCLAVE PKWY HOUSTON, TEXAS 77077",000-000-0000
TE Connectivity Ltd.,"MUHLENSTRASSE 26 SCHAFFHAUSEN, SWITZERLAND CH-8200",000-000-0000
ROPER TECHNOLOGIES INC,"6901 PROFESSIONAL PKWY EAST SUITE 200 SARASOTA, FLORIDA 34240",000-000-0000
"TRAVELERS COMPANIES, INC.","385 WASHINGTON ST SAINT PAUL, MINNESOTA 55102",000-000-0000
SPDR GOLD TRUST,"C/O WORLD GOLD TRUST SERVICES, LLC 685 THIRD AVENUE, SUITE 2702 NEW YORK, NEW YORK 10017",000-000-0000
"Motorola Solutions, Inc.","500 W. MONROE ST. CHICAGO, ILLINOIS 60661",000-000-0000
"AGILENT TECHNOLOGIES, INC.","5301 STEVENS CREEK BLVD SANTA CLARA, CALIFORNIA 95051",000-000-0000
"WILLIAMS COMPANIES, INC.","ONE WILLIAMS CTR TULSA, OKLAHOMA 74172",000-000-0000
IQVIA HOLDINGS INC.,"2400 ELLIS ROAD DURHAM, NORTH CAROLINA 27703",000-000-0000
XCEL ENERGY INC,"414 NICOLLET MALL MINNEAPOLIS, MINNESOTA 55401",000-000-0000
AFLAC INC,"1932 WYNNTON RD COLUMBUS, GEORGIA 31999",000-000-0000
"Marvell Technology, Inc.","1000 N. WEST STREET SUITE 1200 WILMINGTON, DELAWARE 19801",000-000-0000
Johnson Controls International plc,"ONE ALBERT QUAY ALBERT QUAY CORK, IRELAND 00000",000-000-0000
Lloyds Banking Group plc,"25 GRESHAM STREET LONDON, UNITED KINGDOM EC2V 7HN",000-000-0000
HESS CORP,"1185 AVENUE OF THE AMERICAS NEW YORK, NEW YORK 10036",000-000-0000
"Workday, Inc.","6110 STONERIDGE MALL ROAD PLEASANTON, CALIFORNIA 94588",000-000-0000
"Waste Connections, Inc.","6220 HWY 7 SUITE 600 WOODBRIDGE, ONTARIO, CANADA L4H 4G3",000-000-0000
Energy Transfer LP,"8111 WESTCHESTER DRIVE SUITE 600 DALLAS, TEXAS 75225",000-000-0000
Arthur J. Gallagher & Co.,"2850 GOLF ROAD ROLLING MEADOWS, ILLINOIS 60008-4050",000-000-0000
GLOBAL PAYMENTS INC,"3550 LENOX ROAD ATLANTA, GEORGIA 30326",000-000-0000
CENOVUS ENERGY INC.,"225 - 6 AVENUE S.W. P.O. BOX 766 CALGARY, ALBERTA, CANADA T2P 1N2",000-000-0000
Trane Technologies plc,"170/175 LAKEVIEW DRIVE AIRSIDE BUSINESS PARK, SWORDS, CO. DUBLIN, IRELAND 00000",000-000-0000
Hilton Worldwide Holdings Inc.,"7930 JONES BRANCH DRIVE, SUITE 1100 MCLEAN, VIRGINIA 22102",000-000-0000
MSCI Inc.,"7 WORLD TRADE CENTER 250 GREENWICH STREET, 49TH FLOOR NEW YORK, NEW YORK 10007",000-000-0000
ING GROEP NV,"PO BOX 1800 AMSTERDAM, NETHERLANDS 1000 BV",000-000-0000
ALLSTATE CORP,"3100 SANDERS ROAD NORTHBROOK, ILLINOIS 60062",000-000-0000
Bank of New York Mellon Corp,"240 GREENWICH STREET NEW YORK, NEW YORK 10286",000-000-0000
BROWN FORMAN CORP,"850 DIXIE HWY LOUISVILLE, KENTUCKY 40210",000-000-0000
SOUTHERN COPPER CORP/,"7310 NORTH 16TH ST. SUITE 135 PHOENIX, ARIZONA 85020",000-000-0000
NatWest Group plc,"GOGARBURN PO BOX 1000 EDINBURGH, SCOTLAND, UNITED KINGDOM EH12 1HQ",000-000-0000
"Arista Networks, Inc.","5453 GREAT AMERICA PARKWAY SANTA CLARA, CALIFORNIA 95054",000-000-0000
REALTY INCOME CORP,"11995 EL CAMINO REAL SAN DIEGO, CALIFORNIA 92130",000-000-0000
Phillips 66,"2331 CITYWEST BLVD. HOUSTON, TEXAS 77042",000-000-0000
MICROCHIP TECHNOLOGY INC,"2355 W CHANDLER BLVD CHANDLER, ARIZONA 85224-6199",000-000-0000
BANK BRADESCO,"CIDADE DE DEUS S/N VILA YARA 06029-900 OSASCO SP BRAZIL, BRAZIL 00000",000-000-0000
KROGER CO,"1014 VINE ST CINCINNATI, OHIO 45201",000-000-0000
ELECTRONIC ARTS INC.,"209 REDWOOD SHORES PARKWAY REDWOOD CITY, CALIFORNIA 94065",000-000-0000
"Rivian Automotive, Inc. / DE","14600 MYFORD ROAD IRVINE, CALIFORNIA 92618",000-000-0000
CARRIER GLOBAL Corp,"13995 PASTEUR BOULEVARD PALM BEACH GARDENS, FLORIDA 33418",000-000-0000
PRUDENTIAL FINANCIAL INC,"751 BROAD ST NEWARK, NEW JERSEY 07102",000-000-0000
BioNTech SE,"AN DER GOLDGRUBE 12 MAINZ, GERMANY 55131",000-000-0000
DOW INC.,"2211 H.H. DOW WAY MIDLAND, MICHIGAN 48674",000-000-0000
CONSOLIDATED EDISON INC,"4 IRVING PLACE NEW YORK, NEW YORK 10003",000-000-0000
PARKER HANNIFIN CORP,"6035 PARKLAND BOULEVARD CLEVELAND, OHIO 44124-4141",000-000-0000
"Apollo Global Management, Inc.","9 WEST 57TH STREET, 42ND FLOOR NEW YORK, NEW YORK 10019",000-000-0000
NIO Inc.,"BUILDING 20, NO. 56 ANTUO ROAD ANTING TOWN, JIADING DISTRICT SHANGHAI, CHINA 201804",000-000-0000
VODAFONE GROUP PUBLIC LTD CO,"VODAFONE HOUSE THE CONNECTION NEWBURY, BERKSHIRE, UNITED KINGDOM RG14 2FN",000-000-0000
Sea Ltd,"C/O 1 FUSIONOPOLIS PLACE # 17-10, GALAXIS SINGAPORE, SINGAPORE 138522",000-000-0000
NEWMONT Corp /DE/,"6900 E LAYTON AVE SUITE 700 DENVER, COLORADO 80237",000-000-0000
YUM BRANDS INC,"1441 GARDINER LANE LOUISVILLE, KENTUCKY 40213",000-000-0000
"TWITTER, INC.","1355 MARKET STREET, SUITE 900 San Francisco, CALIFORNIA 94103",000-000-0000
PUBLIC SERVICE ENTERPRISE GROUP INC,"CORPORATE ACCOUNTING SERVICES 80 PARK PLAZA, 9TH FLOOR NEWARK, NEW JERSEY 07102-4194",000-000-0000
MPLX LP,"200 E. HARDIN STREET FINDLAY, OHIO 45840",000-000-0000
BARCLAYS PLC,"1 CHURCHILL PLACE CANARY WHARF LONDON, UNITED KINGDOM E14 5HP",000-000-0000
MANULIFE FINANCIAL CORP,"200 BLOOR ST EAST, NT-10 TORONTO, ONTARIO, CANADA M4W1E5",000-000-0000
ALBEMARLE CORP,"4250 CONGRESS STREET SUITE 900 CHARLOTTE, NORTH CAROLINA 28209",000-000-0000
NUCOR CORP,"1915 REXFORD RD CHARLOTTE, NORTH CAROLINA 28211",000-000-0000
SBA COMMUNICATIONS CORP,"8051 CONGRESS AVENUE BOCA RATON, FLORIDA 33487",000-000-0000
ALCON INC,"6201 SOUTH FREEWAY FORT WORTH, TEXAS 76134",000-000-0000
COGNIZANT TECHNOLOGY SOLUTIONS CORP,"300 FRANK W. BURR BLVD., STE. 36, 6 FL. TEANECK, NEW JERSEY 07666",000-000-0000
RESMED INC,"9001 SPECTRUM CENTER BLVD. SAN DIEGO, CALIFORNIA 92123",000-000-0000
SIMON PROPERTY GROUP INC /DE/,"225 WEST WASHINGTON STREET INDIANAPOLIS, INDIANA 46204-3438",000-000-0000
TransDigm Group INC,"1301 EAST 9TH STREET SUITE 3000 CLEVELAND, OHIO 44114",000-000-0000
STMicroelectronics N.V.,"WTC SCHIPHOL AIRPORT SCHIPHOL BOULEVARD 265 SCHIPHOL AIRPORT, NETHERLANDS 1118BH",000-000-0000
"BANCO BILBAO VIZCAYA ARGENTARIA, S.A.","CALLE AZUL 4 MADRID, SPAIN 28050",000-000-0000
"Trade Desk, Inc.","42 N. CHESTNUT STREET VENTURA, CALIFORNIA 93001",000-000-0000
IMPERIAL OIL LTD,"505 QUARRY PARK BOULEVARD S.E. CALGARY, ALBERTA, CANADA T2C 5N1",000-000-0000
INFINEON TECHNOLOGIES AG,"AM CAMPEON 1-12 NEUBIBERG, MUNICH, GERMANY D-85579",000-000-0000
"Coupang, Inc.","720 OLIVE WAY SUITE 600 SEATTLE, WASHINGTON 98101",000-000-0000
"Block, Inc.","1455 MARKET STREET SUITE 600 SAN FRANCISCO, CALIFORNIA 94103",000-000-0000
"WEC ENERGY GROUP, INC.","231 W MICHIGAN ST P O BOX 1331 MILWAUKEE, WISCONSIN 53201",000-000-0000
"DIGITAL REALTY TRUST, INC.","5707 SOUTHWEST PARKWAY, BUILDING 1 SUITE 275 AUSTIN, TEXAS 78735",000-000-0000
WELLTOWER INC.,"4500 DORR STREET TOLEDO, OHIO 43615",000-000-0000
GROUPE DANONE,"17 BOULEVARD HAUSSMANN PARIS, FRANCE, FRANCE 75009",000-000-0000
"ROSS STORES, INC.","5130 HACIENDA DRIVE DUBLIN, CALIFORNIA 94568",000-000-0000
"ILLUMINA, INC.","5200 ILLUMINA WAY SAN DIEGO, CALIFORNIA 92122",000-000-0000
GLOBALFOUNDRIES Inc.,"400 STONEBREAK ROAD EXTENSION MALTA, NEW YORK 12020",000-000-0000
AMERIPRISE FINANCIAL INC,"1099 AMERIPRISE FINANCIAL CENTER MINNEAPOLIS, MINNESOTA 55474",000-000-0000
"DOLLAR TREE, INC.","500 VOLVO PARKWAY N/A CHESAPEAKE, VIRGINIA 23320",000-000-0000
ISHARES GOLD TRUST,"BLACKROCK INC. 400 HOWARD STREET SAN FRANCISCO, CALIFORNIA 94105",000-000-0000
BIOGEN INC.,"225 BINNEY STREET CAMBRIDGE, MASSACHUSETTS 02142",000-000-0000
PRUDENTIAL PLC,"1 ANGEL COURT LONDON, UNITED KINGDOM EC2R 7AG",000-000-0000
LAS VEGAS SANDS CORP,"5500 HAVEN STREET LAS VEGAS, NEVADA 89119",000-000-0000
"Keysight Technologies, Inc.","1400 FOUNTAINGROVE PARKWAY SANTA ROSA, CALIFORNIA 95403",000-000-0000
EVERSOURCE ENERGY,"300 CADWELL DRIVE SPRINGFIELD, MASSACHUSETTS 01104",000-000-0000
CUMMINS INC,"500 JACKSON ST BOX 3005 MAIL CODE 60207 COLUMBUS, INDIANA 47202-3005",000-000-0000
CHEMICAL & MINING CO OF CHILE INC,"EL TROVADOR 4285 LAS CONDES SANTIAGO CHILE, CHILE 00000",000-000-0000
"Datadog, Inc.","620 EIGHTH AVENUE, 45TH FLOOR NEW YORK, NEW YORK 10018",000-000-0000
PACCAR INC,"PACCAR BUILDING 777 106TH AVENUE NE BELLEVUE, WASHINGTON 98004",000-000-0000
IDEXX LABORATORIES INC /DE,"ONE IDEXX DRIVE WESTBROOK, MAINE 04092-2041",000-000-0000
"Verisk Analytics, Inc.","545 WASHINGTON BOULEVARD JERSEY CITY, NEW JERSEY 07310-1686",000-000-0000
Discover Financial Services,"2500 LAKE COOK ROAD RIVERWOODS, ILLINOIS 60015",000-000-0000
"Walgreens Boots Alliance, Inc.","108 WILMOT ROAD DEERFIELD, ILLINOIS 60015",000-000-0000
BAXTER INTERNATIONAL INC,"ONE BAXTER PKWY DF2-1W DEERFIELD, ILLINOIS 60015",000-000-0000
PERUSAHAAN PERSEROAN PERSERO PT TELEKOMUNIKASI INDONESIA TBK,"JL. JAPATI 1 BANDUNG, INDONESIA 40133",000-000-0000
PG&E Corp,"300 LAKESIDE DRIVE OAKLAND, CALIFORNIA 94612",000-000-0000
"OLD DOMINION FREIGHT LINE, INC.","500 OLD DOMINION WAY THOMASVILLE, NORTH CAROLINA 27360",000-000-0000
TELUS CORP,"510 W. GEORGIA STREET 7TH FLOOR VANCOUVER, BRITISH COLUMBIA, CANADA V6B 0M3",000-000-0000
ON SEMICONDUCTOR CORP,"5701 NORTH PIMA ROAD SCOTTSDALE, ARIZONA 85250",000-000-0000
Otis Worldwide Corp,"ONE CARRIER PLACE FARMINGTON, CONNECTICUT 06032",000-000-0000
CHUNGHWA TELECOM CO LTD,"21 3 HSINYI RD SECTION 1 TAIPEI TAIWAN REPUBLIC OF CHINAA TAIPEI TAIWAN, TAIWAN 10048",000-000-0000
HP INC,"1501 PAGE MILL ROAD PALO ALTO, CALIFORNIA 94304",000-000-0000
AMERISOURCEBERGEN CORP,"1 WEST FIRST AVENUE CONSHOHOCKEN, PENNSYLVANIA 19428",000-000-0000
"Interactive Brokers Group, Inc.","ONE PICKWICK PLAZA GREENWICH, CONNECTICUT 06830",000-000-0000
KKR & Co. Inc.,"30 HUDSON YARDS NEW YORK, NEW YORK 10001",000-000-0000
MIZUHO FINANCIAL GROUP INC,"1-5-5, OTEMACHI CHIYODA-KU, TOKYO, JAPAN 100-8176",000-000-0000
PT Bank Mandiri (Persero) Tbk / ADR,"120 BROADWAY 32ND FLOOR NEW YORK, NEW YORK 10271",000-000-0000
LafargeHolcim Ltd/ADR,"ZURCHERSTRASSE 170 CH - 8750 GLARIS JONA SWITZERLAND, SWITZERLAND 00000",000-000-0000
Dell Technologies Inc.,"ONE DELL WAY ROUND ROCK, TEXAS 78682",000-000-0000
"COSTAR GROUP, INC.","1331 L STREET, NW WASHINGTON, DISTRICT OF COLUMBIA 20005",000-000-0000
PPG INDUSTRIES INC,"ONE PPG PL 40 EAST PITTSBURGH, PENNSYLVANIA 15272",000-000-0000
METTLER TOLEDO INTERNATIONAL INC/,"1900 POLARIS PARKWAY COLUMBUS, OHIO 43240",000-000-0000
"DuPont de Nemours, Inc.","974 CENTRE ROAD BUILDING 730 WILMINGTON, DELAWARE 19805",000-000-0000
"ROCKWELL AUTOMATION, INC","1201 SOUTH 2ND STREET MILWAUKEE, WISCONSIN 53204",000-000-0000
Experian Group LTD,"PARK HOUSE NORTH CIRCULAR ROAD DUBLIN, IRELAND 7",000-000-0000
AVALONBAY COMMUNITIES INC,"4040 WILSON BOULEVARD STE 1000 ARLINGTON, VIRGINIA 22203",000-000-0000
CaixaBank/ADR,"120 BROADWAY 32ND FLOOR NEW YORK, NEW YORK 10271",000-000-0000
AMETEK INC/,"1100 CASSATT ROAD BERWYN, PENNSYLVANIA 19312",000-000-0000
BAE SYSTEMS PLC /FI/,"6 CARLTON GARDENS STIRLING SQUARE LONDON, UNITED KINGDOM SW1Y 5AD",000-000-0000
Constellation Energy Corp,"1310 POINT STREET BALTIMORE, MARYLAND 21231",000-000-0000
DnB NOR ASA,"1 CHASE MANHATTAN PLAZA 58TH FLOOR NEW YORK, NEW YORK 10005",000-000-0000
ONEOK INC /NEW/,"100 WEST 5TH ST TULSA, OKLAHOMA 74103",000-000-0000
CORNING INC /NY,"ONE RIVERFRONT PLAZA CORNING, NEW YORK 14831",000-000-0000
WIPRO LTD,"SURVEY #76P & #80P DODDAKANAHALLI VILLAG VARTHUR HOBLI SARJAPUR RD BANGALORE KARNATAKA, INDIA 560035",000-000-0000
NOKIA CORP,"KARAKAARI 7 P O BOX 226 ESPOO FINLAND, FINLAND 02610",000-000-0000
"W.W. GRAINGER, INC.","100 GRAINGER PARKWAY LAKE FOREST, ILLINOIS 60045-5201",000-000-0000
EQUITY RESIDENTIAL,"EQUITY RESIDENTIAL TWO NORTH RIVERSIDE PLAZA, SUITE 400 CHICAGO, ILLINOIS 60606",000-000-0000
RWE AG /FI,"RWE PLATZ 1 ESSEN, GERMANY 45141",000-000-0000
CRH PUBLIC LTD CO,"BELGARD CASTLE CLONDALKIN DUBLIN IRELAND, IRELAND 22",000-000-0000
FASTENAL CO,"2001 THEURER BLVD WINONA, MINNESOTA 55987",000-000-0000
"Lucid Group, Inc.","7373 GATEWAY BLVD. NEWARK, CALIFORNIA 94560",000-000-0000
BARRICK GOLD CORP,"BCE PLACE, CANADA TRUST TOWER 161 BAY STREET SUITE 3700 TORONTO ONTARIO CANA, ONTARIO, CANADA M5J2S1",000-000-0000
VEEVA SYSTEMS INC,"4280 HACIENDA DRIVE PLEASANTON, CALIFORNIA 94588",000-000-0000
"American Water Works Company, Inc.","1 WATER STREET CAMDEN, NEW JERSEY 08102-1658",000-000-0000
INTERNATIONAL FLAVORS & FRAGRANCES INC,"521 W 57TH ST NEW YORK, NEW YORK 10019",000-000-0000
ORANGE,"78 RUE OLIVIER DE SERRES PARIS, FRANCE 75015",000-000-0000
"Cheniere Energy Partners, L.P.","700 MILAM ST. SUITE 1900 HOUSTON, TEXAS 77002",000-000-0000
EBAY INC,"2025 HAMILTON AVENUE SAN JOSE, CALIFORNIA 95125",000-000-0000
Li Auto Inc.,"8TH FLOOR, BLOCK D, BUILDING 8 4TH DISTRICT OF WANGJING EAST GARDEN BEIJING, CHINA 100102",000-000-0000
HALLIBURTON CO,"3000 NORTH SAM HOUSTON PARKWAY EAST 3000 NORTH SAM HOUSTON PARKWAY EAST HOUSTON, TEXAS 77032",000-000-0000
FIRST REPUBLIC BANK,"111 PINE STREET SAN FRACISCO, CALIFORNIA 94111",000-000-0000
COPART INC,"14185 DALLAS PARKWAY SUITE 300 DALLAS, TEXAS 75254",000-000-0000
LyondellBasell Industries N.V.,"1221 MCKINNEY ST SUITE 700 HOUSTON, TEXAS 77010",000-000-0000
"CBRE GROUP, INC.","2100 MCKINNEY AVENUE SUITE 1250 DALLAS, TEXAS 75201",000-000-0000
"TYSON FOODS, INC.","2200 DON TYSON PARKWAY SPRINGDALE, ARKANSAS 72762-6999",000-000-0000
Aptiv PLC,"5 HANOVER QUAY GRAND CANAL DOCK DUBLIN, IRELAND D02 VY79",000-000-0000
STATE STREET CORP,"ONE LINCOLN STREET BOSTON, MASSACHUSETTS 02111",000-000-0000
EDISON INTERNATIONAL,"2244 WALNUT GROVE AVE, P O BOX 800 ROSEMEAD, CALIFORNIA 91770",000-000-0000
"CONTINENTAL RESOURCES, INC","20 NORTH BROADWAY OKLAHOMA CITY, OKLAHOMA 73102",000-000-0000
Seagen Inc.,"21823 30TH DRIVE SE SUITE BOTHELL, WASHINGTON 98021",000-000-0000
SUN LIFE FINANCIAL INC,"SUN LIFE ASSURANCE CO OF CANADA ONE YORK STREET TORONTO, ONTARIO, CANADA M5J 0B6",000-000-0000
PRICE T ROWE GROUP INC,"100 EAST PRATT STREET P.O. BOX 89000 BALTIMORE, MARYLAND 21289-0320",000-000-0000
Nu Holdings Ltd.,"RUA CAPOTE VALENTE, 39 PINHEIROS SAO PAULO, SP, BRAZIL 05409-000",000-000-0000
DTE ENERGY CO,"ONE ENERGY PLAZA DETROIT, MICHIGAN 48226",000-000-0000
SPDR DOW JONES INDUSTRIAL AVERAGE ETF TRUST,"PDR SERVICES LLC C/O NYSE EURONEXT 11 WALL STREET NEW YORK, NEW YORK 10005",000-000-0000
Roblox Corp,"970 PARK PLACE SAN MATEO, CALIFORNIA 94403",000-000-0000
Ferguson plc,"1020 ESKDALE ROAD WINNERSH TRIANGLE WOKINGHAM, UNITED KINGDOM RG41 5TS",000-000-0000
Coterra Energy Inc.,"840 GESSNER ROAD, SUITE 1400 HOUSTON, TEXAS 77024",000-000-0000
Extra Space Storage Inc.,"2795 COTTONWOOD PARKWAY, SUITE 400 SALT LAKE CITY, UTAH 84121",000-000-0000
"ALNYLAM PHARMACEUTICALS, INC.","675 WEST KENDALL STREET HENRI A. TERMEER SQUARE CAMBRIDGE, MASSACHUSETTS 02142",000-000-0000
HORMEL FOODS CORP /DE/,"1 HORMEL PL AUSTIN, MINNESOTA 55912-3680",000-000-0000
GARTNER INC,"56 TOP GALLANT RD P O BOX 10212 STAMFORD, CONNECTICUT 06904-2212",000-000-0000
HORTON D R INC /DE/,"1341 HORTON CIRCLE ARLINGTON, TEXAS 76011",000-000-0000
"Zscaler, Inc.","110 ROSE ORCHARD WAY SAN JOSE, CALIFORNIA 95134",000-000-0000
SPDR S&P MIDCAP 400 ETF TRUST,"PDR SERVICES LLC C/O NYSE EURONEXT 11 WALL STREET NEW YORK, NEW YORK 10005",000-000-0000
FIFTH THIRD BANCORP,"38 FOUNTAIN SQ PLZ FIFTH THIRD CENTER CINCINNATI, OHIO 45263",000-000-0000
"Diamondback Energy, Inc.","500 WEST TEXAS SUITE 1200 MIDLAND, TEXAS 79701",000-000-0000
"ZIMMER BIOMET HOLDINGS, INC.","345 EAST MAIN STREET WARSAW, INDIANA 46580",000-000-0000
M&T BANK CORP,"C/O CORPORATE REPORTING ONE M&T PLAZA 5TH FLOOR BUFFALO, NEW YORK 14203",000-000-0000
KELLOGG CO,"ONE KELLOGG SQ P O BOX 3599 BATTLE CREEK, MICHIGAN 49016-3599",000-000-0000
Weg SA,"120 BROADWAY 32ND FLOOR NEW YORK, NEW YORK 10271",000-000-0000
GENMAB A/S,"TOLDBODGADE 33 1253 COPENHAGEN K, DENMARK 00000",000-000-0000
Assicurazioni Generali S.p.A.,"PIAZZA DUCA DEGLI ABRUZZI, 2 TRIESTE, ITALY 34132",000-000-0000
"Zoom Video Communications, Inc.","55 ALMADEN BOULEVARD, 6TH FLOOR SAN JOSE, CALIFORNIA 95113",000-000-0000
CANON INC,"30 2 SHIMOMARUKO 3 CHOME OHTA-KU TOKYO JAPAN, JAPAN 00000",000-000-0000
SIRIUS XM HOLDINGS INC.,"1290 AVENUE OF THE AMERICAS 11TH FLOOR NEW YORK, NEW YORK 10104",000-000-0000
MEXICAN ECONOMIC DEVELOPMENT INC,"GENERAL ANAYA NO 601 PTE COLONIA BELLA VISTA MONTERREY, N.L., MEXICO 64410",000-000-0000
AMEREN CORP,"1901 CHOUTEAU AVE MC 1310 ST LOUIS, MISSOURI 63166-6149",000-000-0000
WEYERHAEUSER CO,"220 OCCIDENTAL AVENUE SOUTH SEATTLE, WASHINGTON 98104",000-000-0000
"EPAM Systems, Inc.","41 UNIVERSITY DRIVE SUITE 202 NEWTOWN, PENNSYLVANIA 18940",000-000-0000
"ALEXANDRIA REAL ESTATE EQUITIES, INC.","26 NORTH EUCLID AVENUE PASADENA, CALIFORNIA 91101",000-000-0000
ENTERGY CORP /DE/,"639 LOYOLA AVE NEW ORLEANS, LOUISIANA 70113",000-000-0000
CK Hutchison Holdings Limited/ADR,"CHEUNG KONG CENTER 2 QUEEN;S ROAD HONG KONG, HONG KONG 11111",000-000-0000
Fortive Corp,"6920 SEAWAY BLVD. EVERETT, WASHINGTON 98203",000-000-0000
FIRSTENERGY CORP,"76 SOUTH MAIN ST AKRON, OHIO 44308-1890",000-000-0000
CDW Corp,"200 N MILWAUKEE AVENUE VERNON HILLS, ILLINOIS 60061",000-000-0000
"Ulta Beauty, Inc.","1000 REMINGTON BLVD SUITE 120 BOLINGBROOK, ILLINOIS 60440",000-000-0000
ZTO Express (Cayman) Inc.,"BUILDING ONE, NO. 1685 HUAZHI ROAD QINGPU DISTRICT SHANGHAI, CHINA 201708",000-000-0000
VESTAS WIND SYSTEMS A/S,"ALSVEJ 21 8900 RANDERS, DENMARK 00000",000-000-0000
EQUIFAX INC,"1550 PEACHTREE ST NW ATLANTA, GEORGIA 30302",000-000-0000
ERICSSON LM TELEPHONE CO,"TORSHAMNSGATAN 21 - 23 STOCKHOLM SWEDEN, SWEDEN 164 83",000-000-0000
WILLIS TOWERS WATSON PLC,"C/O WILLIS GROUP LIMITED 51 LIME STREET LONDON ENGLAND, UNITED KINGDOM EC3M 7DQ",000-000-0000
FRANCO NEVADA Corp,"199 BAY STREET, SUITE 2000 COMMERCE COURT WEST TORONTO, ONTARIO, CANADA M5L 1G9",000-000-0000
LENNAR CORP /NEW/,"5505 BLUE LAGOON DRIVE MIAMI, FLORIDA 33126",000-000-0000
"HARTFORD FINANCIAL SERVICES GROUP, INC.","ONE HARTFORD PLAZA HARTFORD, CONNECTICUT 06155",000-000-0000
RAYMOND JAMES FINANCIAL INC,"880 CARILLON PKWY ST PETERSBURG, FLORIDA 33716",000-000-0000
SVB FINANCIAL GROUP,"3003 TASMAN DR SANTA CLARA, CALIFORNIA 95054",000-000-0000
Longfor Group Holdings Limited/ADR,"120 BROADWAY 32ND FLOOR NEW YORK, NEW YORK 10271",000-000-0000
